,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
310,[2.2168231],"[-1.346214790903, 5.653202962247]",-65.615550,penalty,-0.594508
311,[2.2522670],"[-1.326275858485, 5.682506758758]",-68.528011,penalty,-0.592402
312,[2.2877110],"[-1.306336926068, 5.711810555268]",-71.441328,penalty,-0.590730
313,[2.3231549],"[-1.286397993651, 5.741114351779]",-74.355506,penalty,-0.589404
314,[2.3585989],"[-1.266459061234, 5.770418148289]",-77.270537,penalty,-0.588353
315,[2.3940428],"[-1.246520128816, 5.799721944800]",-80.186405,penalty,-0.587522
316,[2.4294868],"[-1.226581196399, 5.829025741311]",-83.103088,penalty,-0.586865
317,[2.4649307],"[-1.206642263982, 5.858329537821]",-86.020559,penalty,-0.586346
318,[2.5003747],"[-1.186703331565, 5.887633334332]",-88.938787,penalty,-0.585937
319,[2.5358186],"[-1.166764399148, 5.916937130842]",-91.857741,penalty,-0.585615
320,[2.5712626],"[-1.146825466730, 5.946240927353]",-94.777386,penalty,-0.585362
321,[2.6067065],"[-1.126886534313, 5.975544723863]",-97.697689,penalty,-0.585162
322,[2.6421505],"[-1.106947601896, 6.004848520374]",-100.618616,penalty,-0.585006
323,[2.6775944],"[-1.087008669479, 6.034152316884]",-103.540134,penalty,-0.584883
324,[2.7130383],"[-1.067069737061, 6.063456113395]",-106.462210,penalty,-0.584787
325,[2.7484823],"[-1.047130804644, 6.092759909905]",-109.384813,penalty,-0.584711
326,[2.7839262],"[-1.027191872227, 6.122063706416]",-112.307913,penalty,-0.584652
327,[2.8193702],"[-1.007252939810, 6.151367502927]",-115.231480,penalty,-0.584606
328,[2.8548141],"[-0.987314007393, 6.180671299437]",-118.155487,penalty,-0.584570
329,[2.8902581],"[-0.967375074975, 6.209975095948]",-121.079907,penalty,-0.584542
330,[2.9257020],"[-0.947436142558, 6.239278892458]",-124.004715,penalty,-0.584520
331,[2.9611460],"[-0.927497210141, 6.268582688969]",-126.929887,penalty,-0.584503
332,[2.9965899],"[-0.907558277724, 6.297886485479]",-129.855401,penalty,-0.584489
333,[3.0320339],"[-0.887619345306, 6.327190281990]",-132.781235,penalty,-0.584479
334,[3.0674778],"[-0.867680412889, 6.356494078500]",-135.707369,penalty,-0.584471
335,[3.1029218],"[-0.847741480472, 6.385797875011]",-138.633784,penalty,-0.584465
336,[3.1383657],"[-0.827802548055, 6.415101671521]",-141.560463,penalty,-0.584460
337,[3.1738097],"[-0.807863615638, 6.444405468032]",-144.487388,penalty,-0.584456
338,[3.2092536],"[-0.787924683220, 6.473709264543]",-147.414543,penalty,-0.584453
339,[3.2446976],"[-0.767985750803, 6.503013061053]",-150.341915,penalty,-0.584451
340,[3.2801415],"[-0.748046818386, 6.532316857564]",-153.269488,penalty,-0.584449
341,[3.3155855],"[-0.728107885969, 6.561620654074]",-156.197250,penalty,-0.584447
342,[3.3510294],"[-0.708168953551, 6.590924450585]",-159.125189,penalty,-0.584446
343,[3.3864734],"[-0.688230021134, 6.620228247095]",-162.053292,penalty,-0.584445
344,[3.4219173],"[-0.668291088717, 6.649532043606]",-164.981550,penalty,-0.584445
345,[3.4573613],"[-0.648352156300, 6.678835840116]",-167.909952,penalty,-0.584444
346,[3.4928052],"[-0.628413223883, 6.708139636627]",-170.838489,penalty,-0.584444
347,[3.5282492],"[-0.608474291465, 6.737443433137]",-173.767151,penalty,-0.584444
348,[3.5636931],"[-0.588535359048, 6.766747229648]",-176.695931,penalty,-0.584443
349,[3.5991371],"[-0.568596426631, 6.796051026158]",-179.626785,penalty,-0.584443
350,[3.6345810],"[-0.548657494214, 6.825354822669]",-184.551058,penalty,-0.584443
351,[3.6700250],"[-0.528718561796, 6.854658619180]",-189.475331,penalty,-0.584443
352,[3.7054689],"[-0.508779629379, 6.883962415690]",-194.399604,penalty,-0.584443
353,[3.7409129],"[-0.488840696962, 6.913266212201]",-199.323877,penalty,-0.584443
354,[3.7763568],"[-0.468901764545, 6.942570008711]",-204.248150,penalty,-0.584443
355,[3.8118008],"[-0.448962832128, 6.971873805222]",-209.172423,penalty,-0.584443
356,[3.8472447],"[-0.429023899710, 7.001177601732]",-214.096695,penalty,-0.584443
357,[3.8826887],"[-0.409084967293, 7.030481398243]",-219.020968,penalty,-0.584443
358,[3.9181326],"[-0.389146034876, 7.059785194753]",-223.945241,penalty,-0.584443
359,[3.9535766],"[-0.369207102459, 7.089088991264]",-228.869514,penalty,-0.584443
360,[3.9890205],"[-0.349268170041, 7.118392787774]",-233.793787,penalty,-0.584443
361,[4.0244645],"[-0.329329237624, 7.147696584285]",-238.718060,penalty,-0.584443
362,[4.0599084],"[-0.309390305207, 7.177000380796]",-243.642333,penalty,-0.584443
363,[4.0953524],"[-0.289451372790, 7.206304177306]",-248.566606,penalty,-0.584443
364,[4.1307963],"[-0.269512440373, 7.235607973817]",-253.490879,penalty,-0.584443
365,[4.1662403],"[-0.249573507955, 7.264911770327]",-258.415152,penalty,-0.584443
366,[4.2016842],"[-0.229634575538, 7.294215566838]",-263.339424,penalty,-0.584443
367,[4.2371282],"[-0.209695643121, 7.323519363348]",-268.263697,penalty,-0.584443
368,[4.2725721],"[-0.189756710704, 7.352823159859]",-273.187970,penalty,-0.584443
369,[4.3080161],"[-0.169817778286, 7.382126956369]",-278.112243,penalty,-0.584443
370,[4.3434600],"[-0.149878845869, 7.411430752880]",-283.036516,penalty,-0.584443
371,[4.3789039],"[-0.129939913452, 7.440734549390]",-287.960789,penalty,-0.584443
372,[4.4143479],"[-0.110000981035, 7.470038345901]",-292.885062,penalty,-0.584443
373,[4.4497918],"[-0.090062048618, 7.499342142412]",-297.809335,penalty,-0.584443
374,[4.4852358],"[-0.070123116200, 7.528645938922]",-302.733608,penalty,-0.584443
375,[4.5206797],"[-0.050184183783, 7.557949735433]",-307.657881,penalty,-0.584443
376,[4.5561237],"[-0.030245251366, 7.587253531943]",-312.582153,penalty,-0.584443
377,[4.5915676],"[-0.010306318949, 7.616557328454]",-317.506426,penalty,-0.584443
378,[4.6270116],"[0.009632613469, 7.645861124964]",-322.430699,penalty,-0.584443
379,[4.6624555],"[0.029571545886, 7.675164921475]",-327.354972,penalty,-0.584443
380,[4.6978995],"[0.049510478303, 7.704468717985]",-332.279245,penalty,-0.584443
381,[4.7333434],"[0.069449410720, 7.733772514496]",-337.203518,penalty,-0.584443
382,[4.7687874],"[0.089388343137, 7.763076311006]",-342.127791,penalty,-0.584443
383,[4.8042313],"[0.109327275555, 7.792380107517]",-347.052064,penalty,-0.584443
384,[4.8396753],"[0.129266207972, 7.821683904027]",-351.976337,penalty,-0.584443
385,[4.8751192],"[0.149205140389, 7.850987700538]",-356.900609,penalty,-0.584443
386,[4.9105632],"[0.169144072806, 7.880291497049]",-361.824882,penalty,-0.584443
387,[4.9460071],"[0.189083005224, 7.909595293559]",-366.749155,penalty,-0.584443
388,[4.9814511],"[0.209021937641, 7.938899090070]",-371.673428,penalty,-0.584443
389,[5.0168950],"[0.228960870058, 7.968202886580]",-376.597701,penalty,-0.584443
390,[5.0523390],"[0.248899802475, 7.997506683091]",-381.521974,penalty,-0.584443
391,[5.0877829],"[0.268838734892, 8.026810479601]",-386.446247,penalty,-0.584443
392,[5.1232269],"[0.288777667310, 8.056114276112]",-391.370520,penalty,-0.584443
393,[5.1586708],"[0.308716599727, 8.085418072622]",-396.294793,penalty,-0.584443
394,[5.1941148],"[0.328655532144, 8.114721869133]",-401.219065,penalty,-0.584443
395,[5.2295587],"[0.348594464561, 8.144025665643]",-406.143338,penalty,-0.584443
396,[5.2650027],"[0.368533396979, 8.173329462154]",-411.067611,penalty,-0.584443
397,[5.3004466],"[0.388472329396, 8.202633258665]",-415.991884,penalty,-0.584443
398,[5.3358906],"[0.408411261813, 8.231937055175]",-420.916157,penalty,-0.584443
399,[5.3713345],"[0.428350194230, 8.261240851686]",-425.840430,penalty,-0.584443
