,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
317,[8.3927418],"[1.872754280260, 3.722821768588]",-543.512394,penalty,-0.301706
318,[8.4281857],"[1.889803930531, 3.753895599081]",-548.324742,penalty,-0.301706
319,[8.4636297],"[1.906853580801, 3.784969429574]",-553.137090,penalty,-0.301706
320,[8.4990736],"[1.923903231072, 3.816043260068]",-557.949438,penalty,-0.301706
321,[8.5345175],"[1.940952881342, 3.847117090561]",-562.761786,penalty,-0.301706
322,[8.5699615],"[1.958002531613, 3.878190921054]",-567.574134,penalty,-0.301706
323,[8.6054054],"[1.975052181883, 3.909264751547]",-572.386482,penalty,-0.301706
324,[8.6408494],"[1.992101832154, 3.940338582041]",-577.198830,penalty,-0.301706
325,[8.6762933],"[2.009151482424, 3.971412412534]",-582.011178,penalty,-0.301706
326,[8.7117373],"[2.026201132695, 4.002486243027]",-586.823526,penalty,-0.301706
327,[8.7471812],"[2.043250782965, 4.033560073520]",-591.635874,penalty,-0.301706
328,[8.7826252],"[2.060300433236, 4.064633904014]",-596.448222,penalty,-0.301706
329,[8.8180691],"[2.077350083506, 4.095707734507]",-601.260570,penalty,-0.301706
330,[8.8535131],"[2.094399733777, 4.126781565000]",-606.072919,penalty,-0.301706
331,[8.8889570],"[2.111449384047, 4.157855395493]",-610.885267,penalty,-0.301706
332,[8.9244010],"[2.128499034318, 4.188929225987]",-615.697615,penalty,-0.301706
333,[8.9598449],"[2.145548684588, 4.220003056480]",-620.509963,penalty,-0.301706
334,[8.9952889],"[2.162598334859, 4.251076886973]",-625.322311,penalty,-0.301706
335,[9.0307328],"[2.179647985129, 4.282150717466]",-630.134659,penalty,-0.301706
336,[9.0661768],"[2.196697635400, 4.313224547960]",-634.947007,penalty,-0.301706
337,[9.1016207],"[2.213747285670, 4.344298378453]",-639.759355,penalty,-0.301706
338,[9.1370647],"[2.230796935941, 4.375372208946]",-644.571703,penalty,-0.301706
339,[9.1725086],"[2.247846586211, 4.406446039439]",-649.384051,penalty,-0.301706
340,[9.2079526],"[2.264896236482, 4.437519869933]",-654.196399,penalty,-0.301706
341,[9.2433965],"[2.281945886752, 4.468593700426]",-659.008747,penalty,-0.301706
342,[9.2788405],"[2.298995537023, 4.499667530919]",-663.821095,penalty,-0.301706
343,[9.3142844],"[2.316045187293, 4.530741361412]",-668.633444,penalty,-0.301706
344,[9.3497284],"[2.333094837564, 4.561815191906]",-673.445792,penalty,-0.301706
345,[9.3851723],"[2.350144487834, 4.592889022399]",-678.258140,penalty,-0.301706
346,[9.4206163],"[2.367194138105, 4.623962852892]",-683.070488,penalty,-0.301706
347,[9.4560602],"[2.384243788375, 4.655036683385]",-687.882836,penalty,-0.301706
348,[9.4915042],"[2.401293438646, 4.686110513879]",-692.695184,penalty,-0.301706
349,[9.5269481],"[2.418343088916, 4.717184344372]",-697.507532,penalty,-0.301706
350,[9.5623921],"[2.435392739187, 4.748258174865]",-702.319880,penalty,-0.301706
351,[9.5978360],"[2.452442389457, 4.779332005358]",-707.132228,penalty,-0.301706
352,[9.6332800],"[2.469492039728, 4.810405835852]",-711.944576,penalty,-0.301706
353,[9.6687239],"[2.486541689998, 4.841479666345]",-716.756924,penalty,-0.301706
354,[9.7041679],"[2.503591340269, 4.872553496838]",-721.569272,penalty,-0.301706
355,[9.7396118],"[2.520640990539, 4.903627327331]",-726.381620,penalty,-0.301706
356,[9.7750558],"[2.537690640810, 4.934701157825]",-731.193969,penalty,-0.301706
357,[9.8104997],"[2.554740291080, 4.965774988318]",-736.006317,penalty,-0.301706
358,[9.8459437],"[2.571789941351, 4.996848818811]",-740.818665,penalty,-0.301706
359,[9.8813876],"[2.588839591621, 5.027922649304]",-745.631013,penalty,-0.301706
360,[9.9168316],"[2.605889241892, 5.058996479798]",-750.443361,penalty,-0.301706
361,[9.9522755],"[2.622938892162, 5.090070310291]",-755.255709,penalty,-0.301706
362,[9.9877195],"[2.639988542433, 5.121144140784]",-760.068057,penalty,-0.301706
363,[10.0231634],"[2.657038192703, 5.152217971277]",-764.880405,penalty,-0.301706
364,[10.0586074],"[2.674087842974, 5.183291801771]",-769.692753,penalty,-0.301706
365,[10.0940513],"[2.691137493244, 5.214365632264]",-774.505101,penalty,-0.301706
366,[10.1294953],"[2.708187143515, 5.245439462757]",-779.317449,penalty,-0.301706
367,[10.1649392],"[2.725236793785, 5.276513293250]",-784.129797,penalty,-0.301706
368,[10.2003831],"[2.742286444056, 5.307587123744]",-788.942145,penalty,-0.301706
369,[10.2358271],"[2.759336094326, 5.338660954237]",-793.754494,penalty,-0.301706
370,[10.2712710],"[2.776385744597, 5.369734784730]",-798.566842,penalty,-0.301706
371,[10.3067150],"[2.793435394867, 5.400808615224]",-803.379190,penalty,-0.301706
372,[10.3421589],"[2.810485045138, 5.431882445717]",-808.191538,penalty,-0.301706
373,[10.3776029],"[2.827534695408, 5.462956276210]",-813.003886,penalty,-0.301706
374,[10.4130468],"[2.844584345679, 5.494030106703]",-817.816234,penalty,-0.301706
375,[10.4484908],"[2.861633995949, 5.525103937197]",-822.628582,penalty,-0.301706
376,[10.4839347],"[2.878683646220, 5.556177767690]",-827.440930,penalty,-0.301706
377,[10.5193787],"[2.895733296490, 5.587251598183]",-832.253278,penalty,-0.301706
378,[10.5548226],"[2.912782946761, 5.618325428676]",-837.065626,penalty,-0.301706
379,[10.5902666],"[2.929832597031, 5.649399259170]",-841.877974,penalty,-0.301706
380,[10.6257105],"[2.946882247302, 5.680473089663]",-846.690322,penalty,-0.301706
381,[10.6611545],"[2.963931897572, 5.711546920156]",-851.502670,penalty,-0.301706
382,[10.6965984],"[2.980981547843, 5.742620750649]",-856.315019,penalty,-0.301706
383,[10.7320424],"[2.998031198113, 5.773694581143]",-861.127367,penalty,-0.301706
384,[10.7674863],"[3.015080848384, 5.804768411636]",-865.939715,penalty,-0.301706
385,[10.8029303],"[3.032130498654, 5.835842242129]",-870.752063,penalty,-0.301706
386,[10.8383742],"[3.049180148925, 5.866916072622]",-875.564411,penalty,-0.301706
387,[10.8738182],"[3.066229799195, 5.897989903116]",-880.376759,penalty,-0.301706
388,[10.9092621],"[3.083279449466, 5.929063733609]",-885.189107,penalty,-0.301706
389,[10.9447061],"[3.100329099736, 5.960137564102]",-890.001455,penalty,-0.301706
390,[10.9801500],"[3.117378750007, 5.991211394595]",-894.813803,penalty,-0.301706
391,[11.0155940],"[3.134428400277, 6.022285225089]",-899.626151,penalty,-0.301706
392,[11.0510379],"[3.151478050548, 6.053359055582]",-904.438499,penalty,-0.301706
393,[11.0864819],"[3.168527700818, 6.084432886075]",-909.250847,penalty,-0.301706
394,[11.1219258],"[3.185577351089, 6.115506716568]",-914.063195,penalty,-0.301706
395,[11.1573698],"[3.202627001359, 6.146580547062]",-918.875544,penalty,-0.301706
396,[11.1928137],"[3.219676651630, 6.177654377555]",-923.687892,penalty,-0.301706
397,[11.2282577],"[3.236726301900, 6.208728208048]",-928.500240,penalty,-0.301706
398,[11.2637016],"[3.253775952171, 6.239802038541]",-933.312588,penalty,-0.301706
399,[11.2991456],"[3.270825602441, 6.270875869035]",-938.124936,penalty,-0.301706
